Accident_Severity,Latitude,Longitude,Number_of_Casualties,Number_of_Vehicles,Speed_limit,Day_of_Week_Friday,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Light_Conditions_Darkness - lighting unknown,Light_Conditions_Darkness - lights lit,Light_Conditions_Darkness - lights unlit,Light_Conditions_Darkness - no lighting,Light_Conditions_Daylight,Road_Type_Dual carriageway,Road_Type_One way street,Road_Type_Roundabout,Road_Type_Single carriageway,Road_Type_Slip road,Urban_or_Rural_Area_Rural,Urban_or_Rural_Area_Urban,Weather_Conditions_Fine + high winds,Weather_Conditions_Fine no high winds,Weather_Conditions_Fog or mist,Weather_Conditions_Other,Weather_Conditions_Raining + high winds,Weather_Conditions_Raining no high winds,Weather_Conditions_Snowing + high winds,Weather_Conditions_Snowing no high winds
3,52.933239,-1.223193,1.0,2.0,30,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.731256,-0.317787,1.0,2.0,30,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.511885,-0.594221,1.0,2.0,30,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
3,53.80312,-1.752316,1.0,2.0,40,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2
3,53.813252,-1.581395,1.0,2.0,30,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
1,55.03433,-1.629782,1.0,1.0,70,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2
3,50.397031,-4.180698,1.0,2.0,30,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.174205,-0.159172,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.56307,-3.326932,1.0,1.0,30,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.530403,-0.074479,1.0,2.0,30,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.534868,-2.676659,1.0,2.0,30,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.535304,-1.499149,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.789095,-1.483244,1.0,1.0,30,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
3,52.509338,0.656118,1.0,2.0,40,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2
3,53.862657,-2.372958,1.0,2.0,60,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,53.721868,-1.712633,1.0,1.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,54.911384,-1.383365,1.0,2.0,30,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
2,56.004159,-3.774558,1.0,2.0,30,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
2,53.357513,-2.766554,1.0,2.0,40,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,50.823704,-0.146016,1.0,1.0,30,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,53.081597,-2.503967,1.0,2.0,60,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,52.246652,-0.954447,1.0,1.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2
3,51.611843,0.120491,1.0,2.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,50.569108,-3.617392,1.0,1.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,53.003315,-1.176633,1.0,2.0,30,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.430601,-0.037677,1.0,2.0,30,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.56054,-0.493322,1.0,2.0,30,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2
3,53.067777,-1.274353,1.0,1.0,70,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2
3,51.442154,-0.045528,1.0,1.0,30,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,51.512306,-0.128711,1.0,1.0,30,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,50.732251,-1.873292,1.0,2.0,30,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,54.90755,-1.635937,1.0,2.0,60,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.496125,0.119293,1.0,2.0,30,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.250665,-0.626162,1.0,2.0,60,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,53.12727,-1.149606,1.0,2.0,60,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2
3,52.659946,1.724719,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.66661,-1.478872,1.0,2.0,30,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.391747,-2.235382,1.0,2.0,30,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,50.828376,-0.162729,1.0,2.0,30,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.465014,-2.537267,1.0,2.0,60,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.532546,-0.057231,1.0,2.0,30,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,53.483247,-2.112988,1.0,1.0,30,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,50.244997,-5.186115,1.0,1.0,60,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2
3,53.771604,-2.680613,1.0,1.0,30,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.493342,-2.077291,1.0,2.0,30,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.520454,-0.285207,1.0,3.0,30,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.753501,-1.386563,1.0,2.0,40,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,53.409825,-2.174772,1.0,2.0,30,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
2,54.511495,-3.19918,1.0,2.0,60,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2
3,51.348542,-0.089438,1.0,3.0,30,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,54.981881,-1.558387,1.0,1.0,30,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.871032,-2.22205,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2
3,53.204383,-3.023882,1.0,1.0,70,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
3,53.075943,-1.302129,1.0,2.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.96657,-2.692915,1.0,3.0,30,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
2,53.346985,-0.215041,1.0,2.0,60,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,50.419199,-4.183265,1.0,2.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2
1,55.819365,-4.16872,1.0,1.0,30,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2
3,50.830024,-0.636957,1.0,2.0,30,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.481416,-2.252068,1.0,1.0,30,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2
3,53.390765,-3.019929,1.0,1.0,30,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
3,50.552188,-3.598744,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,50.846968,-1.071135,1.0,2.0,40,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
3,53.395019,-2.214112,1.0,1.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,53.815496,-1.532009,1.0,1.0,30,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.697563,-1.697653,1.0,2.0,40,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.744871,-1.452582,1.0,2.0,40,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
2,50.792094,-0.709996,1.0,1.0,60,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.403383,-0.756416,1.0,1.0,30,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.498589,-0.20621,1.0,1.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,50.716762,-2.007759,1.0,2.0,30,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.066495,-1.147144,1.0,1.0,60,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2
3,50.727477,-2.777951,1.0,3.0,60,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
2,51.442804,-1.037227,1.0,1.0,40,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,51.537101,-0.863223,1.0,3.0,60,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2
3,52.594527,-2.021225,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,51.151564,-3.176972,1.0,2.0,50,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.317337,-0.214869,1.0,2.0,30,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,54.228756,-1.635186,1.0,2.0,60,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,58.974574,-2.964064,1.0,1.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,50.96558,0.259696,1.0,1.0,30,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,50.815007,-1.659721,1.0,1.0,60,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,53.446584,-2.230331,1.0,2.0,30,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2
3,51.462539,-0.1152,1.0,2.0,30,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
3,52.269874,-1.558127,1.0,2.0,40,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2
3,54.972228,-1.599422,1.0,2.0,30,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2
3,51.459753,-0.968353,1.0,2.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
3,53.740775,-0.382174,1.0,3.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,51.394395,0.034085,1.0,2.0,30,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,54.901832,-2.80543,1.0,1.0,60,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,53.551273,-1.14777,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.32759,-0.475851,1.0,2.0,70,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2
3,52.192705,0.123449,1.0,1.0,30,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,54.602739,-3.197216,1.0,2.0,60,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.239191,-0.575761,1.0,2.0,30,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
3,51.498469,-0.210105,1.0,1.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.83709,-1.472351,1.0,1.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
3,57.284969,-2.380335,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2
3,51.503769,-0.192174,1.0,2.0,30,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.796997,-1.251652,1.0,1.0,20,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2
3,52.751924,-1.184344,1.0,2.0,50,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2
2,54.636547,-1.415883,1.0,2.0,60,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2
3,51.523008,-0.692907,1.0,2.0,40,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,50.696653,-1.296407,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.236297,-0.529526,1.0,1.0,30,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.520787,-2.073952,1.0,2.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.208492,-2.316766,1.0,2.0,60,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2
3,53.857348,-2.181041,1.0,2.0,30,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2
3,53.028792,-1.734707,1.0,1.0,50,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2
3,51.478167,0.353501,1.0,2.0,30,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2
3,53.722633,-1.776128,1.0,2.0,30,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.356502,-1.522328,1.0,1.0,30,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.807758,-3.051133,1.0,1.0,30,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,53.539948,-2.652144,1.0,1.0,30,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.353031,-2.910564,1.0,2.0,30,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
3,51.414712,-0.979721,1.0,3.0,70,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2
2,50.459883,-4.731148,1.0,1.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
2,54.667598,-1.578548,1.0,1.0,60,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.478799,-0.188265,1.0,2.0,30,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,50.845807,-0.249408,1.0,3.0,70,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2
3,50.775735,-1.61065,1.0,2.0,40,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,52.588,-0.281917,1.0,2.0,40,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
3,53.822306,-1.526617,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.512401,-0.168917,1.0,3.0,30,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.128359,-3.024611,1.0,1.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
2,53.016691,-1.009271,1.0,1.0,50,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2
3,52.509925,-1.789412,1.0,2.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.576263,-1.756513,1.0,3.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,53.564015,-2.020802,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.86623,0.194897,1.0,3.0,70,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2
3,51.824805,-2.271011,1.0,1.0,30,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,52.420541,-1.554711,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2
3,53.039182,-2.966867,1.0,2.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.90209,-1.438732,1.0,1.0,30,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.80601,-2.108109,1.0,2.0,30,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2
3,51.43017,-0.798557,1.0,2.0,40,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
2,53.69729,-2.708039,1.0,1.0,30,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.205157,0.756055,1.0,1.0,60,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.612325,-0.175731,1.0,2.0,30,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,53.251093,-2.469835,1.0,3.0,60,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2
3,51.567802,0.661902,1.0,1.0,30,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
2,51.280746,-0.892648,1.0,1.0,60,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.869056,-0.729378,1.0,1.0,60,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2
3,53.819073,-1.575413,1.0,2.0,30,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.559826,-0.253718,1.0,1.0,30,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2
3,51.443952,-0.13381,1.0,1.0,30,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.574287,-0.242017,1.0,1.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
1,51.528382,-0.138721,1.0,2.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2
2,54.860897,-1.836856,1.0,1.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,53.867428,-1.910852,1.0,1.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1
3,51.672972,0.09167,1.0,1.0,40,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,50.768882,-1.579367,1.0,2.0,40,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.552654,-1.011832,1.0,1.0,30,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,53.704259,-2.284149,1.0,2.0,30,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2
3,51.499623,-3.206951,1.0,1.0,30,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.436946,-0.53998,1.0,2.0,30,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2
3,53.795921,-1.471805,1.0,2.0,30,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.446419,-0.164267,1.0,1.0,60,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,52.198304,0.142008,1.0,2.0,30,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.485203,1.572307,1.0,2.0,60,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.546662,-0.370036,1.0,2.0,30,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,52.289926,-1.535496,1.0,2.0,20,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
1,53.475034,-3.025565,1.0,2.0,30,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.606638,-0.185924,1.0,2.0,30,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
2,52.918639,-1.20397,1.0,1.0,30,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.483002,-3.583557,1.0,2.0,30,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,51.742586,0.136024,1.0,2.0,50,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2
2,51.463353,0.029952,1.0,2.0,50,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
3,51.589607,0.08163,1.0,1.0,30,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2
3,51.119775,-0.198204,1.0,1.0,30,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2
3,51.33007,-0.712468,1.0,1.0,40,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2
3,51.157964,-0.419955,1.0,2.0,40,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,53.119868,-2.051666,1.0,1.0,60,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
3,50.951369,0.341875,1.0,2.0,60,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
2,53.776932,-0.35726,1.0,1.0,30,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
2,54.084496,-0.849023,1.0,1.0,60,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2
